TransactionAmount,TransactionType,Location,Channel,CustomerOccupation,CustomerAge,LoginAttempts,AccountBalance,TransactionDuration,Balance_to_Transaction_Ratio,Transaction_Intensity,Cluster_KMeans
41.70078112405739,OnlinePurchase,Jakarta,InternetBanking,Entrepreneur,56,0,3100.004243798909,45.09417981556679,72.59830293953061,0.0,1
527.0337822015144,OnlinePurchase,Bali,MobileBanking,Employee,40,3,5142.0013114069925,17.517077129731444,9.738015795066389,1581.1013466045433,0
499.03825295704706,Transfer,Bandung,ATM,Employee,22,4,3555.1438951126374,26.56643694705878,7.109743852772843,1996.1530118281883,0
286.7125611532729,OnlinePurchase,Medan,ATM,Freelancer,24,3,4710.363982757241,4.254039365606952,16.371770366493983,860.1376834598186,2
243.1624183128761,Withdrawal,Bandung,Branch,Entrepreneur,20,3,8316.424486424297,12.105389229578199,34.06103422422452,729.4872549386283,2
196.06724331886315,Payment,Bali,MobileBanking,Student,30,2,3716.773862167018,17.74194428670669,18.860434639323188,392.1344866377263,2
442.24260130162,OnlinePurchase,Bali,InternetBanking,Entrepreneur,29,2,2627.6828630711784,22.614986672748984,5.928317484273311,884.48520260324,2
344.95391529481935,OnlinePurchase,Surabaya,InternetBanking,Entrepreneur,23,2,2759.9948513456243,29.84732496114157,7.977926334476016,689.9078305896387,2
148.94151846283273,Payment,Bandung,InternetBanking,Employee,51,2,4209.0648627286755,9.942400217087487,28.07137679996226,297.88303692566546,1
71.8555100974847,OnlinePurchase,Surabaya,InternetBanking,Employee,32,5,12490.758455951658,22.08966421373751,171.44562489835474,359.27755048742347,3
59.00575859144732,Withdrawal,Bandung,Branch,Employee,64,2,7945.644611418998,64.31282136573782,132.4147014875252,118.01151718289464,3
439.1203856498555,OnlinePurchase,Surabaya,MobileBanking,Employee,35,1,-745.9022768697905,20.186595373833207,-1.6947687523458739,439.1203856498555,2
192.81880118759963,Transfer,Surabaya,MobileBanking,Freelancer,20,2,4928.390645000706,38.288512565979886,25.427825447287002,385.63760237519926,2
283.3792967496213,OnlinePurchase,Bandung,MobileBanking,Freelancer,39,3,3742.08211278992,40.12014639466697,13.158771245167667,850.1378902488639,0
212.1388211088527,Transfer,Bali,MobileBanking,Entrepreneur,52,0,6972.64537695047,71.36052585491505,32.71410314026956,0.0,1
59.81194610426764,Payment,Jakarta,InternetBanking,Freelancer,45,0,2641.9934788782625,22.396933290601638,43.44530389388169,0.0,1
42.78924169568366,Payment,Bali,InternetBanking,Student,58,1,2927.124226512263,9.34928600367403,66.84573911680211,42.78924169568366,1
140.7378567809717,OnlinePurchase,Jakarta,Branch,Entrepreneur,59,5,3857.027523405451,21.265300289208252,27.212401901672166,703.6892839048585,1
150.70347105375288,OnlinePurchase,Bandung,Branch,Entrepreneur,29,3,3616.5872792633413,36.15503654225356,23.839845285951835,452.11041316125863,2
150.6258003112596,Payment,Medan,InternetBanking,Student,18,3,6303.089323559107,13.467970069796294,41.57003168735159,451.87740093377886,2
154.19592950147938,Transfer,Bali,ATM,Entrepreneur,53,2,4330.897729386915,39.93683112308885,27.906000777846632,308.39185900295877,1
725.0787404876256,Payment,Surabaya,MobileBanking,Student,47,1,7006.494506648539,38.84704618357329,9.649772284949512,725.0787404876256,0
405.83517148245676,Payment,Bali,Branch,Employee,40,1,3379.3127812536986,7.91622181273607,8.306343743437676,405.83517148245676,2
239.32074247521757,Transfer,Bandung,InternetBanking,Employee,54,0,6731.517506110306,12.915914971660195,28.010555546633583,0.0,1
189.11138647054642,Payment,Medan,MobileBanking,Employee,45,3,2685.901740449592,10.444375888863975,14.128042461389937,567.3341594116392,1
194.28879816943186,OnlinePurchase,Medan,MobileBanking,Student,22,1,6229.507296444371,38.87350160254594,31.89894840276334,194.28879816943186,2
336.32440510674815,OnlinePurchase,Bali,InternetBanking,Freelancer,53,3,4000.229786730994,15.361995860599981,11.85870256101126,1008.9732153202444,0
187.75423740279206,Payment,Bali,ATM,Freelancer,64,1,6783.270824489489,16.071614711981997,35.937051892585224,187.75423740279206,1
378.19190698095963,OnlinePurchase,Bali,ATM,Entrepreneur,27,1,118.15944014909655,11.161146983537709,0.31160854958602713,378.19190698095963,2
258.6231398612353,Withdrawal,Bandung,Branch,Employee,22,1,3433.4877345522773,25.599176363189514,13.22489103393259,258.6231398612353,2
729.337810064964,Payment,Jakarta,InternetBanking,Employee,31,0,7336.650002878463,24.48318916653574,10.045556866658545,0.0,2
179.14491455635783,Withdrawal,Jakarta,Branch,Entrepreneur,41,0,4596.313299934276,39.796606972641754,25.51453262643355,0.0,1
425.48690141775967,Payment,Surabaya,ATM,Employee,45,2,1597.4851133709722,32.25121279562275,3.7456838839844613,850.9738028355193,1
78.2831756164794,Payment,Bandung,Branch,Employee,38,2,3586.02421999519,17.489767152032574,45.23058255564901,156.5663512329588,2
118.09410228632203,Withdrawal,Medan,Branch,Student,62,2,5767.169111003227,23.914552659362972,48.42531242343129,236.18820457264405,1
667.2012691376042,Payment,Surabaya,ATM,Entrepreneur,57,1,3378.175986545661,56.58568743619243,5.055626414636435,667.2012691376042,1
367.33855356813655,OnlinePurchase,Medan,MobileBanking,Student,29,2,7322.105058253217,67.77601998630898,19.878736524654208,734.6771071362731,2
287.0380074243586,Withdrawal,Medan,MobileBanking,Employee,37,2,7170.201565827315,51.982999610423185,24.893248047170562,574.0760148487173,2
851.18649894039,Payment,Bali,ATM,Employee,49,3,6335.428829185908,21.85149150672464,7.434321990624576,2553.55949682117,0
191.20587283196096,OnlinePurchase,Medan,MobileBanking,Entrepreneur,55,3,7061.680798509817,9.67499579833789,36.74019266145735,573.6176184958829,1
424.8064183698105,Withdrawal,Medan,InternetBanking,Employee,57,1,3969.638942495223,16.36788940183517,9.322637638232155,424.8064183698105,1
446.01367309570566,Withdrawal,Bandung,MobileBanking,Freelancer,59,3,7974.246543710404,18.318812029480483,17.838932058803305,1338.041019287117,0
574.7776827325616,OnlinePurchase,Bali,ATM,Student,38,2,7151.261253702272,15.051681326917429,12.420177905755866,1149.5553654651233,0
69.78716139783108,Payment,Bali,InternetBanking,Student,34,3,4742.245339334215,18.940015609345416,66.99301463272855,209.36148419349325,2
190.22737083612114,Payment,Surabaya,Branch,Freelancer,18,4,1747.095619935622,14.176189187157684,9.136221516285216,760.9094833444846,2
255.37737435442952,Withdrawal,Bali,ATM,Entrepreneur,61,2,266.518609185011,39.1297340948368,1.0395558884871083,510.75474870885904,1
568.6243747660465,Transfer,Jakarta,ATM,Entrepreneur,45,5,6979.340871626049,13.98838784695931,12.252531985648565,2843.1218738302323,0
278.810127908263,Payment,Bandung,MobileBanking,Employee,19,1,1777.8716782557221,36.28175124658296,6.35385034682735,278.810127908263,2
446.6592524333099,Payment,Surabaya,InternetBanking,Entrepreneur,34,1,3157.3959497548285,58.564452949294946,7.053123402660379,446.6592524333099,2
63.731641350757215,OnlinePurchase,Jakarta,ATM,Freelancer,56,3,5954.163331775817,39.1000359939349,91.98227030135652,191.19492405227163,3
157.35271664166274,Transfer,Medan,InternetBanking,Entrepreneur,31,1,2400.476589426361,31.83479378931011,15.159048990983925,157.35271664166274,2
497.78971113338787,Transfer,Jakarta,InternetBanking,Employee,31,0,9868.66997008794,19.021588792757864,19.785231631309312,0.0,2
174.36813524090238,Withdrawal,Surabaya,MobileBanking,Freelancer,61,1,5474.897277516553,22.000922079036368,31.219453123543296,174.36813524090238,1
202.42321695940092,OnlinePurchase,Bali,ATM,Employee,35,1,7956.185984841481,4.689752795435525,39.111494271715166,202.42321695940092,2
562.6738347473074,OnlinePurchase,Bandung,InternetBanking,Student,57,5,7085.174136869991,25.51504365514592,12.56963460091463,2813.369173736537,0
95.3914278688396,Payment,Surabaya,InternetBanking,Student,51,2,-75.93307740879027,47.496559033925394,-0.7877575743780129,190.7828557376792,1
116.44527079289607,Withdrawal,Jakarta,Branch,Entrepreneur,60,2,6488.910207092515,15.916493603594281,55.25050232576083,232.89054158579214,1
57.07675310700051,Payment,Jakarta,MobileBanking,Freelancer,18,3,4967.727822868878,29.971257165191993,85.5372856970214,171.23025932100154,2
577.4698368709318,Transfer,Surabaya,ATM,Freelancer,59,4,4875.062526408181,16.695477883623205,8.42751378840848,2309.879347483727,0
400.7744538891803,OnlinePurchase,Surabaya,InternetBanking,Freelancer,35,1,4949.200871847287,18.800580933678358,12.318356291543623,400.7744538891803,2
393.90673386713524,Withdrawal,Surabaya,MobileBanking,Employee,51,2,7109.428574779673,18.76330075803811,18.00280411822912,787.8134677342705,1
153.77995962549406,Payment,Bali,ATM,Freelancer,40,2,8290.738756541741,17.428039374254375,53.564678376981306,307.5599192509881,3
52.727702125435464,Payment,Surabaya,InternetBanking,Entrepreneur,33,0,2615.756914293049,8.531881741589135,48.68544178915688,0.0,2
38.05359809807153,Transfer,Medan,ATM,Student,36,2,5154.605352932851,11.98203436844835,131.98797560185332,76.10719619614306,3
500.2309099772534,OnlinePurchase,Bandung,ATM,Entrepreneur,54,3,7803.848328115015,33.81764936354368,15.569367676205692,1500.6927299317604,0
300.6974994344567,Transfer,Bandung,MobileBanking,Student,23,2,4585.177327218331,38.87107959647949,15.197929501614757,601.3949988689134,2
342.1164748748619,Payment,Medan,MobileBanking,Student,41,2,5405.96192168221,85.47373414318942,15.755471734937297,684.2329497497238,1
246.80127467614486,OnlinePurchase,Jakarta,Branch,Entrepreneur,34,3,5434.570710484037,34.53693130829307,21.931165275830633,740.4038240284345,2
104.4592892979927,OnlinePurchase,Jakarta,Branch,Student,33,1,9229.540886625571,9.713884392899669,87.51757145400416,104.4592892979927,3
159.59302298464573,Transfer,Jakarta,Branch,Student,56,0,6496.719145115037,15.60914471759585,40.4545541541751,0.0,1
82.61445878912006,OnlinePurchase,Jakarta,InternetBanking,Employee,58,2,9141.2405424838,17.84965747754037,109.32607439986516,165.22891757824013,3
73.12188215204772,Transfer,Bali,Branch,Entrepreneur,23,1,8487.195851986447,10.82829820373814,114.50324257250364,73.12188215204772,3
378.6632754958971,OnlinePurchase,Medan,ATM,Entrepreneur,33,3,4545.916727193182,28.63788760579283,11.973548722234284,1135.9898264876913,0
42.022536050897955,OnlinePurchase,Bandung,MobileBanking,Entrepreneur,26,2,5601.5626781895035,10.184005848748793,130.20066208004465,84.04507210179591,3
83.14003517102745,Withdrawal,Medan,ATM,Student,46,0,9104.310833019455,59.080072800685116,108.20426702358225,0.0,3
167.17936166490986,OnlinePurchase,Bandung,MobileBanking,Freelancer,21,2,2716.54232198561,8.258440494517366,16.152649737119372,334.3587233298197,2
216.77289131811017,Payment,Jakarta,MobileBanking,Freelancer,43,4,6522.224739883042,46.68770850382222,29.949663157825047,867.0915652724407,0
56.34554461626634,Withdrawal,Bali,ATM,Student,55,2,6542.349962737784,28.997150910875753,114.086456175743,112.69108923253268,3
276.29298188879744,Transfer,Surabaya,ATM,Freelancer,43,1,4447.197758910722,11.571647241677084,16.037902324892514,276.29298188879744,1
236.73277900984493,Payment,Surabaya,InternetBanking,Freelancer,31,1,4239.145813860834,41.643850506219174,17.831557900920696,236.73277900984493,2
494.50606443999095,Transfer,Jakarta,MobileBanking,Student,52,2,4513.581043009263,25.358637245609263,9.10903289974948,989.0121288799819,0
219.55081204765136,Transfer,Jakarta,Branch,Entrepreneur,60,1,6404.893747751415,32.245340746817135,29.040445094201683,219.55081204765136,1
296.5263656414385,Payment,Medan,InternetBanking,Employee,41,1,7945.928782646631,6.974780196683574,26.70663746224966,296.5263656414385,1
109.76867092224028,Transfer,Bali,Branch,Entrepreneur,25,3,6478.028281910818,7.5268094328853765,58.48249534797073,329.3060127667208,2
113.87847960386341,Withdrawal,Bali,InternetBanking,Entrepreneur,57,2,2484.4603379595997,13.911915994392846,21.626856018000836,227.75695920772682,1
62.56398291032948,Payment,Medan,MobileBanking,Entrepreneur,42,2,8011.708356146181,6.225217773632128,126.04163536209492,125.12796582065896,3
110.71500524694916,Transfer,Bali,ATM,Employee,21,0,7385.854719120167,35.48889864148413,66.11336322093462,0.0,2
157.69806900053356,Transfer,Bali,ATM,Entrepreneur,32,2,4508.796923461636,13.089645829964445,28.41116436928087,315.39613800106713,2
462.2613399631758,OnlinePurchase,Surabaya,MobileBanking,Freelancer,33,3,3691.046689288851,56.76738954420231,7.967525823722413,1386.7840198895274,0
96.49402585531794,OnlinePurchase,Bali,ATM,Employee,28,5,3183.6386033145595,16.1405219895623,32.65470448455077,482.4701292765897,2
750.3749670534439,Transfer,Jakarta,MobileBanking,Freelancer,45,1,7148.6743310532565,12.002034076983591,9.514123632687891,750.3749670534439,0
315.1276174265566,Payment,Surabaya,MobileBanking,Employee,24,5,1241.237141637892,44.21868767856092,3.9263799592778654,1575.6380871327829,0
271.198596285237,Withdrawal,Jakarta,MobileBanking,Freelancer,55,2,7197.740474991903,10.176057802073878,26.44297425931392,542.397192570474,1
206.8643113623779,Transfer,Jakarta,InternetBanking,Entrepreneur,41,1,4097.340588020278,9.199971416138181,19.711611681512878,206.8643113623779,2
178.07999526311173,Transfer,Medan,ATM,Entrepreneur,48,1,5569.811129821718,15.283825153091437,31.10236362044974,178.07999526311173,1
125.46913029792225,Transfer,Bali,InternetBanking,Entrepreneur,21,0,-1842.7592424334416,61.79874282368395,-14.570822445702516,0.0,2
53.99698841909802,OnlinePurchase,Bali,Branch,Freelancer,54,2,1453.3238791930848,5.8904077229745,26.425517486852243,107.99397683819603,1
99.54394576451288,Payment,Bali,MobileBanking,Freelancer,52,3,3641.259514149301,3.2007001320580946,36.215601908817156,298.63183729353864,1
576.5598640250752,Transfer,Bali,ATM,Student,23,1,3175.214573454061,10.797416029237358,5.497637164960976,576.5598640250752,2
301.73029815358643,OnlinePurchase,Surabaya,Branch,Freelancer,63,2,6516.848510959113,40.005325439904674,21.526912075556016,603.4605963071729,1
573.2024428631163,Transfer,Bandung,MobileBanking,Employee,50,1,5606.402809926118,58.32831682315357,9.763808704768302,573.2024428631163,1
122.74292805289886,Transfer,Jakarta,Branch,Entrepreneur,49,1,8868.126880853593,10.667367949949348,71.66572684511358,122.74292805289886,3
80.38649335016189,Payment,Bandung,InternetBanking,Employee,63,3,6026.66170266988,50.82987894146247,74.04990010738547,241.15948005048566,1
205.3267918192766,OnlinePurchase,Bandung,InternetBanking,Student,55,2,3699.837473430494,3.5367085633936224,17.931929444583297,410.6535836385532,1
102.85909075458223,Withdrawal,Bandung,ATM,Student,52,1,7446.693096940164,17.27986201217552,71.69996427695106,102.85909075458223,3
238.44818122774024,Payment,Surabaya,Branch,Freelancer,34,4,4073.87306375293,10.553454205439415,17.013589507611467,953.7927249109609,0
42.82728292875903,Withdrawal,Bandung,Branch,Entrepreneur,49,0,3959.023602141755,33.945947954915596,90.33239885249384,0.0,1
22.84784225997417,OnlinePurchase,Surabaya,InternetBanking,Employee,31,2,5004.245894916872,17.151972205588567,209.84061536317344,45.69568451994834,3
263.72550665038625,OnlinePurchase,Medan,InternetBanking,Student,36,3,8238.384329109402,32.60484734500942,31.12047808823178,791.1765199511588,0
587.1219675075893,Withdrawal,Medan,ATM,Student,41,4,7102.101359899065,36.20815910270095,12.075898796974316,2348.487870030357,0
272.1904991524297,OnlinePurchase,Medan,MobileBanking,Employee,56,3,7039.759677925951,55.191916992367766,25.768684122495923,816.5714974572891,1
299.5639730563702,Payment,Surabaya,ATM,Student,28,0,8921.025271383833,14.904100748478589,29.680953377970926,0.0,2
212.0072889506279,Transfer,Surabaya,InternetBanking,Employee,24,2,6992.357333062211,6.91186054153381,32.8268453512074,424.0145779012558,2
227.40131327349582,Withdrawal,Jakarta,ATM,Entrepreneur,62,1,2543.0923761993427,14.932239506497053,11.134315909795816,227.40131327349582,1
51.204854141533154,Transfer,Bandung,MobileBanking,Freelancer,41,0,6076.645617061004,21.606737706920814,116.40001139714983,0.0,3
106.32244636870945,Withdrawal,Bali,InternetBanking,Employee,41,1,8246.31632680962,7.157031297699269,76.83682776368286,106.32244636870945,3
459.1137813116548,Transfer,Bali,MobileBanking,Entrepreneur,31,0,1963.5498487330747,61.30096567759328,4.267531050983839,0.0,2
154.87773310410554,Transfer,Bandung,ATM,Employee,41,3,4969.259640186538,11.05581856982586,31.879214184284645,464.6331993123166,2
452.9423573740842,Payment,Bali,MobileBanking,Student,28,2,2864.2972572665863,61.447858480043436,6.309825929960927,905.8847147481684,2
222.76783566825898,Transfer,Bali,InternetBanking,Entrepreneur,25,1,5256.9397708505185,5.696821887513494,23.492830214633948,222.76783566825898,2
231.2518211277785,Withdrawal,Bali,InternetBanking,Employee,61,2,7270.471149377721,44.625879234975635,31.304258946489423,462.503642255557,1
155.83231720711638,Transfer,Surabaya,MobileBanking,Entrepreneur,32,3,7685.472663893059,18.791156243523044,49.00439399708318,467.4969516213491,3
330.97878274402916,OnlinePurchase,Surabaya,ATM,Employee,59,4,4631.626398100532,21.628616859228654,13.95157353074497,1323.9151309761166,0
387.8374161108759,Transfer,Surabaya,ATM,Employee,19,1,6322.775685625449,39.32978056922365,16.260718294204814,387.8374161108759,2
101.27457164584922,Transfer,Bandung,ATM,Entrepreneur,41,2,1991.873491795087,25.956461095012482,19.47574514115236,202.54914329169844,2
56.531668686608874,OnlinePurchase,Medan,ATM,Entrepreneur,62,1,1503.0963522601255,20.61529955413903,26.12641674706,56.531668686608874,1
29.08869084243587,OnlinePurchase,Bali,Branch,Entrepreneur,27,1,7239.190673144489,27.19593811555128,240.59506979062803,29.08869084243587,3
289.47118203029083,Withdrawal,Jakarta,Branch,Student,49,4,-1052.9350535481253,37.85174525244108,-3.6249208826448176,1157.8847281211633,0
266.44006178681184,OnlinePurchase,Surabaya,MobileBanking,Freelancer,34,3,3625.3481972156924,41.89861160681878,13.555740949931486,799.3201853604355,2
888.1565086069029,OnlinePurchase,Jakarta,Branch,Employee,27,2,6353.81383528948,30.092393881480128,7.145889136260609,1776.3130172138058,0
212.94667781472492,Withdrawal,Bali,Branch,Employee,39,2,5441.242905027713,79.30735840147781,25.432705759234832,425.89335562944984,2
185.06791809914168,Withdrawal,Medan,Branch,Entrepreneur,23,0,-672.4581029180381,23.85451674900141,-3.6140464717820695,0.0,2
244.3500024274415,Transfer,Jakarta,MobileBanking,Employee,44,1,6051.316233247233,39.89847838370269,24.66401537956706,244.3500024274415,1
254.09140290694074,Payment,Bali,Branch,Freelancer,37,1,3277.422632920089,19.88547113141832,12.848032491772047,254.09140290694074,2
174.10134996444845,Withdrawal,Bali,ATM,Freelancer,18,1,5241.630941434276,33.378473938939436,29.93484026535778,174.10134996444845,2
104.28049173793647,OnlinePurchase,Surabaya,ATM,Employee,34,2,3752.0009254639635,77.91415751448335,35.63814020553229,208.56098347587294,2
204.39765028138285,Transfer,Medan,MobileBanking,Employee,18,1,3615.624975468333,19.54784533818887,17.60304935579904,204.39765028138285,2
198.5906147479435,OnlinePurchase,Bali,MobileBanking,Entrepreneur,54,1,1400.7394771229829,22.21623206669295,7.0180628427440395,198.5906147479435,1
196.14784020387373,Withdrawal,Medan,MobileBanking,Freelancer,32,0,4281.9429972864955,6.98837439428964,21.719451721400905,0.0,2
355.32017743527575,Payment,Surabaya,InternetBanking,Employee,18,1,7472.377533768865,17.142503981423165,20.970963776325,355.32017743527575,2
201.60811185905484,Transfer,Jakarta,Branch,Freelancer,34,2,4154.727874874822,47.58698777759594,20.506226709052378,403.2162237181097,2
57.835791453353906,Withdrawal,Bandung,MobileBanking,Employee,63,6,4245.618940707942,9.445590395928857,72.16047980036006,347.0147487201234,1
119.65543721390335,Withdrawal,Bandung,MobileBanking,Student,62,0,3590.9824027481595,63.58215202150872,29.76229240611764,0.0,1
172.41035918153125,OnlinePurchase,Bandung,MobileBanking,Freelancer,60,3,2427.76536681417,6.918978855157145,14.00011728407016,517.2310775445937,1
208.90516306731976,Payment,Medan,ATM,Student,61,1,3004.435069145704,20.532760275649657,14.313297611370027,208.90516306731976,1
293.7942660506967,Withdrawal,Bandung,MobileBanking,Entrepreneur,55,1,5443.156949603458,8.739900018804596,18.464256522097283,293.7942660506967,1
210.15553408822788,OnlinePurchase,Jakarta,ATM,Freelancer,60,0,9918.494246174876,58.329345764593235,46.97245700427911,0.0,1
23.520685900774016,Transfer,Bali,ATM,Employee,19,2,6951.077936187144,37.13934717341473,283.47811983382275,47.04137180154803,3
65.03509801386684,OnlinePurchase,Medan,InternetBanking,Employee,35,4,6240.076672043029,40.259129723411675,94.49636420214993,260.1403920554674,3
308.0804862979713,Transfer,Jakarta,MobileBanking,Student,29,3,8982.992013474262,66.06702427266173,29.063601267969226,924.2414588939139,0
168.72241063927996,OnlinePurchase,Medan,InternetBanking,Freelancer,46,2,5935.8566842783075,36.48043209203476,34.973912177656366,337.4448212785599,1
223.9268559856944,Payment,Medan,MobileBanking,Freelancer,40,2,7149.25582999827,42.650172865357156,31.78480310262715,447.8537119713888,2
152.19208335303122,OnlinePurchase,Medan,Branch,Freelancer,64,3,5427.849940098002,52.97258918122368,35.43166083582478,456.5762500590937,1
119.22801490224845,Payment,Surabaya,MobileBanking,Entrepreneur,26,1,5904.0446340690005,38.93434025153756,49.107062433570846,119.22801490224845,2
156.7058479462955,Payment,Bali,MobileBanking,Freelancer,25,2,2182.9877457275666,27.39590474694576,13.84214836770639,313.411695892591,2
225.92162771841967,Transfer,Bandung,MobileBanking,Entrepreneur,33,2,4380.059449388692,87.03744867696915,19.302080164980033,451.84325543683934,2
200.47225863990167,OnlinePurchase,Surabaya,MobileBanking,Employee,40,0,3876.1526252968697,41.842531071558,19.239138189366564,0.0,2
386.117906057694,OnlinePurchase,Bali,MobileBanking,Student,46,1,3770.070647845241,67.1833790381172,9.738817525230594,386.117906057694,1
46.88594301621789,OnlinePurchase,Bandung,MobileBanking,Student,27,3,3652.680553981527,29.22979303649832,76.27876416142513,140.65782904865367,2
54.18645169043697,Payment,Surabaya,InternetBanking,Freelancer,29,0,7862.02098984491,16.747734268838162,142.46288262826087,0.0,3
167.1611816781973,Withdrawal,Surabaya,Branch,Student,29,3,4262.916945187136,49.41417281607157,25.350184285365536,501.4835450345919,2
296.1568314738,OnlinePurchase,Jakarta,InternetBanking,Freelancer,47,4,4711.082215986209,16.77041274803709,15.85385802042912,1184.6273258952,0
342.1666813331793,OnlinePurchase,Surabaya,Branch,Employee,27,0,9529.480389867918,75.23017582188399,27.76924715664858,0.0,2
123.32231095934576,Withdrawal,Medan,InternetBanking,Employee,31,1,6550.915962954261,2.3166772078705935,52.69300347140792,123.32231095934576,2
7.2526592753094965,Transfer,Surabaya,InternetBanking,Employee,21,4,5015.921365234287,27.007725546716074,607.7945542040055,29.010637101237986,3
126.75037582931084,OnlinePurchase,Medan,MobileBanking,Student,64,2,7116.778879161748,14.276053793540653,55.70847704331282,253.50075165862168,1
267.0454923363726,Withdrawal,Bali,InternetBanking,Freelancer,37,1,3661.776590814635,31.041546380619394,13.661026562683023,267.0454923363726,2
197.63757167011954,OnlinePurchase,Bali,Branch,Entrepreneur,58,4,4150.682450571937,35.65890060382999,20.895757110165636,790.5502866804782,1
303.8358430185117,Payment,Medan,ATM,Employee,56,1,4276.67533808722,27.788068186433954,14.0294372726619,303.8358430185117,1
448.5414527406609,Withdrawal,Jakarta,Branch,Employee,24,1,5499.110112412908,32.15563470198466,12.232709750985586,448.5414527406609,2
176.43225328289583,Payment,Jakarta,InternetBanking,Entrepreneur,47,2,5933.427171780448,7.954068177737394,33.44052201332451,352.86450656579166,1
138.88710433724083,Withdrawal,Bali,ATM,Entrepreneur,58,1,3101.571322039742,11.06387582147537,22.171960287078726,138.88710433724083,1
91.85729383858543,Transfer,Surabaya,MobileBanking,Student,41,2,5813.977269915001,13.462656421479325,62.61196110260852,183.71458767717087,3
53.86132152876782,Payment,Bali,ATM,Employee,27,2,6208.9078397816365,19.690615775240268,113.17459490154371,107.72264305753563,3
39.70865132164851,OnlinePurchase,Bali,MobileBanking,Student,62,1,4064.6001191933783,7.603078225040461,99.84610119058057,39.70865132164851,1
113.22290095305969,Withdrawal,Medan,Branch,Employee,55,3,4668.945173205091,52.41516673587339,40.87573625120772,339.66870285917906,1
408.22886232488025,OnlinePurchase,Jakarta,ATM,Student,53,0,2726.0981214097214,32.26565737339572,6.661549006886801,0.0,1
324.4797686550465,Transfer,Medan,ATM,Student,34,2,1982.1712806508563,43.64689981746525,6.0899984316740206,648.959537310093,2
133.53552393670293,Withdrawal,Bali,ATM,Entrepreneur,38,5,2705.7566910734467,63.77780401960046,20.11183821119593,667.6776196835146,2
754.9323541400456,Transfer,Bandung,MobileBanking,Freelancer,63,1,6441.273942811135,28.681328488241952,8.520966072604178,754.9323541400456,0
120.07360606095331,Withdrawal,Surabaya,MobileBanking,Freelancer,20,1,6046.038058170899,21.83880421272093,49.93687934864251,120.07360606095331,2
477.0400485408987,Payment,Bali,Branch,Freelancer,18,2,8855.088529859917,6.862865478401594,18.523737826753067,954.0800970817974,0
552.5487211050557,OnlinePurchase,Medan,Branch,Employee,35,3,5076.55301854036,12.719223924673063,9.17092357905909,1657.646163315167,0
280.0565859508612,Payment,Bandung,InternetBanking,Entrepreneur,19,1,5103.41986804454,10.009951981457588,18.1579800052677,280.0565859508612,2
112.30910533552945,Payment,Bandung,MobileBanking,Entrepreneur,57,0,5674.288405362197,10.110888112172164,50.07795612329272,0.0,1
148.57517297613538,Payment,Bali,Branch,Entrepreneur,21,2,2866.081214946831,21.311625927212216,19.161476854211042,297.15034595227075,2
229.99650734658164,Payment,Jakarta,ATM,Employee,49,4,6806.809750187875,77.5455334209519,29.467154410153483,919.9860293863265,0
55.47782356303226,Withdrawal,Bandung,ATM,Student,36,6,5764.169222535892,7.805880739598905,102.06075338761545,332.8669413781936,3
84.08182793488969,OnlinePurchase,Surabaya,ATM,Student,37,3,3105.2795420683133,12.883814856756587,36.49756496116516,252.24548380466905,2
77.70392226708312,Withdrawal,Medan,Branch,Freelancer,59,2,5743.3460351008725,4.01137260647169,72.97407638225106,155.40784453416623,1
295.1898094141306,Withdrawal,Medan,ATM,Freelancer,24,4,6516.924933501296,28.928197292118586,22.002529210548822,1180.7592376565224,0
445.66308525011493,Withdrawal,Medan,ATM,Employee,26,0,2337.084494782317,13.168279120159294,5.232320672915326,0.0,2
333.3348895509018,Payment,Bali,MobileBanking,Employee,24,2,7114.608825181829,26.5404677734438,21.279887464747066,666.6697791018036,2
397.39347731821624,Transfer,Medan,MobileBanking,Freelancer,44,0,4099.515380249891,54.0076842125938,10.290116715378371,0.0,1
104.17515787391729,Payment,Medan,Branch,Student,38,1,-1140.651853485443,14.162933943921331,-10.84525924698723,104.17515787391729,2
154.05987868793792,Withdrawal,Surabaya,MobileBanking,Student,52,4,6943.927156086413,66.83327140860027,44.78223003167214,616.2395147517517,3
163.6034733305347,Payment,Jakarta,InternetBanking,Entrepreneur,41,1,7685.469251149305,30.519760283579902,46.690808496588474,163.6034733305347,3
279.26536360720866,OnlinePurchase,Bali,Branch,Freelancer,49,3,2752.908361357502,50.43433502848056,9.822506519984032,837.796090821626,1
115.95377716901997,OnlinePurchase,Bali,InternetBanking,Freelancer,29,4,1657.978335135409,42.36217313899748,14.176355610467558,463.8151086760799,2
380.9257392117793,Payment,Medan,InternetBanking,Student,40,3,7655.716986199734,58.843951761849425,20.04504069822487,1142.7772176353378,0
542.5310710239298,Payment,Surabaya,Branch,Entrepreneur,53,2,3765.2772096615436,6.962056438979371,6.92743692199295,1085.0621420478597,0
289.4403453217961,Transfer,Bandung,MobileBanking,Freelancer,46,2,7689.764975005475,10.905715790662354,26.476228591745848,578.8806906435922,1
148.62204481562154,Payment,Medan,MobileBanking,Student,20,2,1416.0762897237169,36.52911617939172,9.464355947472448,297.24408963124307,2
96.12639253433986,Payment,Medan,Branch,Student,60,6,7810.312240532984,32.035704271384404,80.41390230540667,576.7583552060391,3
